trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,trt_aspect_ratio,trt_genre
<4,longa_metragem,english,France,PG-13,Anamorphic Projection,Drama
8-10,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,UK,PG-13,American Widescreen,Comedy
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
5,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,other,Spain,R,Anamorphic Projection,Drama
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,R,American Widescreen,Documentary
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Cinemarama,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,UK,PG,American Widescreen,Adventure
8-10,longa_metragem,other,USA,PG-13,Anamorphic Projection,Documentary
<4,longa_metragem,english,USA,R,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,Australia,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,Australia,R,Anamorphic Projection,Drama
6-7,longa_metragem,other,Spain,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,other,Brazil,R,Anamorphic Projection,Drama
8-10,longa_metragem,english,USA,G,Early Widescreen,Drama
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Early Widescreen,Biography
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Early Widescreen,Adventure
6-7,longa_metragem,english,Iceland,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,European Widescreen,Horror
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
8-10,longa_metragem,other,Argentina,R,Anamorphic Projection,Drama
6-7,media_metragem,english,USA,NC-17,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,other,Mexico,R,American Widescreen,Drama
6-7,longa_metragem,other,Norway,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,other,France,G,American Widescreen,Documentary
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,European Widescreen,Comedy
8-10,longa_metragem,english,USA,R,Cinemarama,Drama
8-10,longa_metragem,other,Brazil,R,American Widescreen,Crime
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
8-10,longa_metragem,other,Denmark,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,other,Colombia,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Early Widescreen,Action
8-10,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Comedy
8-10,longa_metragem,english,Germany,R,American Widescreen,Crime
5,longa_metragem,english,USA,R,American Widescreen,Fantasy
6-7,longa_metragem,english,UK,R,European Widescreen,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
5,longa_metragem,english,USA,R,American Widescreen,Biography
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Horror
8-10,longa_metragem,english,UK,PG,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG,American Widescreen,Adventure
<4,longa_metragem,english,USA,R,American Widescreen,Fantasy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Action
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
<4,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
5,longa_metragem,english,USA,R,European Widescreen,Fantasy
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,other,UK,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
8-10,longa_metragem,other,South Korea,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,other,Germany,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,Germany,R,Anamorphic Projection,Drama
8-10,longa_metragem,other,Brazil,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,other,France,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
8-10,longa_metragem,english,USA,R,European Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Horror
8-10,longa_metragem,english,USA,R,Early Widescreen,Adventure
8-10,longa_metragem,english,USA,PG,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,European Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,UK,R,European Widescreen,Drama
6-7,media_metragem,other,Spain,R,American Widescreen,Horror
5,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,PG,American Widescreen,Documentary
6-7,longa_metragem,english,USA,PG,Early Widescreen,Comedy
<4,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
8-10,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,Spain,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Documentary
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Documentary
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,other,Germany,R,Anamorphic Projection,Horror
5,longa_metragem,other,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,Poland,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,American Widescreen,Crime
<4,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,G,Early Widescreen,Animation
5,longa_metragem,english,USA,R,Anamorphic Projection,Horror
<4,longa_metragem,english,USA,R,American Widescreen,Horror
5,longa_metragem,english,USA,PG-13,American Widescreen,Drama
8-10,longa_metragem,english,USA,R,Early Widescreen,Drama
6-7,longa_metragem,other,Norway,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Early Widescreen,Action
5,longa_metragem,english,USA,R,Academy Capture,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,Australia,R,Anamorphic Projection,Action
6-7,longa_metragem,other,Hong Kong,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
5,longa_metragem,english,France,R,American Widescreen,Drama
8-10,longa_metragem,other,Germany,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,other,France,PG-13,European Widescreen,Animation
6-7,longa_metragem,english,Canada,PG-13,American Widescreen,Comedy
8-10,longa_metragem,english,USA,R,American Widescreen,Drama
8-10,longa_metragem,other,Mexico,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Action
5,longa_metragem,english,USA,PG-13,American Widescreen,Crime
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,UK,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
8-10,longa_metragem,other,Israel,R,American Widescreen,Animation
<4,longa_metragem,english,USA,PG-13,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
8-10,longa_metragem,english,UK,PG,American Widescreen,Documentary
6-7,longa_metragem,english,USA,NC-17,American Widescreen,Biography
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,South Africa,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Early Widescreen,Crime
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,Spain,R,Anamorphic Projection,Drama
5,longa_metragem,other,France,R,American Widescreen,Drama
6-7,longa_metragem,english,UK,PG-13,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,France,PG-13,American Widescreen,Drama
6-7,longa_metragem,other,Mexico,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,other,Germany,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,other,India,PG,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,other,France,PG,American Widescreen,Comedy
6-7,longa_metragem,other,France,R,Anamorphic Projection,Crime
5,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,Canada,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Fantasy
6-7,longa_metragem,other,Argentina,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,European Widescreen,Drama
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,France,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,European Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
8-10,longa_metragem,english,USA,G,Early Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Fantasy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Early Widescreen,Animation
6-7,longa_metragem,other,Argentina,R,American Widescreen,Drama
6-7,longa_metragem,english,UK,PG-13,American Widescreen,Adventure
8-10,longa_metragem,english,UK,R,American Widescreen,Comedy
8-10,longa_metragem,other,Denmark,R,Academy Capture,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,other,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,other,India,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Crime
8-10,longa_metragem,other,Italy,R,Anamorphic Projection,Western
6-7,longa_metragem,other,Brazil,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Sci-Fi
6-7,longa_metragem,other,Indonesia,R,American Widescreen,Action
8-10,longa_metragem,english,USA,PG,Academy Capture,Drama
5,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,UK,R,Early Widescreen,Action
5,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,UK,R,American Widescreen,Fantasy
<4,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,other,Japan,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,European Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Adventure
<4,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,NC-17,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Documentary
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,Widescreen Television,Documentary
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
